label,lat,lon,total_reduction
Grid_47,51.57340077503303,-0.1362751456604994,22094146800.0
Grid_86,51.46367872482488,-0.0255768007256339,7226052240.0
Grid_42,51.55632901179597,-0.1946755384342939,6146649720.0
Grid_7,51.54356758210127,0.0355671281399788,5560714560.0
Grid_5,51.462445244113255,0.0463514698518812,4631538600.0
Grid_53,51.44546332567648,-0.0119717409276296,3467688240.0
Extra_Catford,51.4455,-0.012,3332994840.0
Grid_35,51.55179490668464,0.079208230734617,3312576960.0
Grid_60,51.48864053477476,0.0907382636143043,2935269960.0
Grid_9,51.58849597132365,0.0375749002256661,2585398440.0
Grid_8,51.525596113803104,0.0347654758219118,2467466280.0
Grid_87,51.551020597340006,0.1224462830534894,2411296080.0
Grid_65,51.55654994816955,-0.2090924075196915,2296568040.0
Grid_12,51.48016462848501,0.0615465471532041,2119530780.0
Extra_Woolwich,51.4802,0.0615,1971083760.0
Grid_16,51.47991071460886,0.0759370184936211,1965911040.0
Grid_63,51.52534532893332,0.0491705056684984,1944423900.0
Grid_15,51.59399664486943,-0.3086816119689796,1847238720.0
Grid_91,51.55075895586442,0.1368585353584028,1813970160.0
Grid_95,51.55153857281172,0.0936211292743508,1747200180.0
Grid_31,51.503063505136936,-0.2400074352317511,1737230880.0
Grid_56,51.47168132287454,0.032365497847011,1583360700.0
Grid_85,51.45702644043177,-0.1698077813878787,1553990700.0
Grid_24,51.46578784746132,-0.1550602170223205,1528558800.0
Grid_3,51.42650198400256,0.0447451738648304,1307982960.0
Grid_38,51.5520494712341,0.0647951197179978,1286530920.0
Grid_26,51.4349825687751,0.0738993833557136,1286368860.0
Grid_44,51.50327871637559,-0.2544078430364184,1174632240.0
Grid_32,51.55402228480541,-0.0505172414439088,1049627880.0
Grid_34,51.47385465291946,-0.0971362262460463,1010219700.0
Grid_64,51.43790835917108,-0.0986305280436147,934705740.0
Grid_13,51.47856531529773,-0.4137598757705272,824958720.0
Grid_18,51.456344790594855,-0.1266528009366542,794804760.0
Grid_97,51.55886338696735,-0.3676897286005217,682722540.0
Grid_41,51.49614820197061,-0.3843372095179053,631116660.0
Grid_43,51.45269844211907,0.0890955993022278,542719260.0
Grid_78,51.45588153766494,-0.0978837639371647,490278600.0
Grid_2,51.45938997795552,-0.3280567401352289,471891840.0
Grid_36,51.47477469139469,-0.1546976464985812,470468640.0
Grid_37,51.45725012894592,-0.1841931490247982,442880520.0
Grid_10,51.44371287843465,0.088685464438956,416828520.0
Grid_55,51.48260668973305,-0.0823694675105803,379875480.0
Grid_33,51.56371928050983,-0.0933868969228448,360906840.0
Grid_4,51.48759984039206,0.1483084586687868,348316980.0
Grid_79,51.44826311001163,-0.1845497018148205,333496920.0
Grid_88,51.429154031676006,-0.1133795852593267,267526500.0
Grid_61,51.58192556849525,-0.1070587607440476,236929320.0
Grid_58,51.43927607543876,-0.1849060700856464,215639040.0
Grid_52,51.58215734894111,-0.1214830198367541,213329400.0
Grid_50,51.4554112294826,-0.0691155005225102,172272600.0
Grid_14,51.49159313281335,-0.0819923880829043,146994780.0
Grid_48,51.59966468877837,-0.0918817129195788,124094640.0
Grid_39,51.48398718866214,-0.1687285419737132,108635520.0
Grid_92,51.46623713224148,-0.1838364115894822,65969940.0
Grid_49,51.53722464685698,-0.1233336785621886,61769520.0
Grid_6,51.53676005826249,-0.0945137370558902,37641600.0
Grid_29,51.48237042718661,-0.0679769632996388,32886000.0
Grid_11,51.57223338794435,-0.0641690322992668,32351400.0
Grid_45,51.5715117027414,-0.0209077293084521,28962840.0
Grid_77,51.46415976885547,-0.0543495249211078,21419400.0
Grid_30,51.48421109191548,-0.1831223822779931,13987920.0
Grid_76,51.48213239924783,-0.0535846558037864,10370400.0
Grid_27,51.47408731008612,-0.1115262944686426,963120.0
Grid_40,51.41970114466602,-0.0850035638530758,613560.0
Grid_90,51.66209476135729,-0.0603412945789405,606480.0
Grid_17,51.47500028825245,-0.1690884747612648,0.0
Grid_28,51.412091546716425,-0.1716027933552157,0.0
Grid_25,51.45100962687355,-0.3715390646140155,0.0
Grid_0,51.51451738801217,-0.4125113869676313,0.0
Grid_1,51.34873110146516,-0.1454053631338708,0.0
Grid_19,51.42062646617342,-0.1424965383217889,0.0
Grid_20,51.48284118683116,-0.0967621669757062,0.0
Grid_23,51.53407835743692,0.0639817134064483,0.0
Grid_22,51.44735806113557,-0.1270206381744712,0.0
Grid_21,51.42085339237219,-0.1568702568393767,0.0
Grid_59,51.42938455496237,-0.1277557417312457,0.0
Grid_75,51.51661035552559,0.034364961203959,0.0
Grid_74,51.61204384907735,0.2263996859231594,0.0
Grid_73,51.45747205332223,-0.1985787013071148,0.0
Grid_72,51.3929751362817,-0.1004940608017053,0.0
Grid_71,51.42961331601472,-0.142132088293095,0.0
Grid_70,51.6176372980233,-0.0911279482978309,0.0
Grid_69,51.38375477047612,-0.0865044837373134,0.0
Grid_68,51.43837131592464,-0.1273882850626859,0.0
Grid_67,51.53580965482367,-0.0368762008626961,0.0
Grid_66,51.38513042249841,-0.1726775738833641,0.0
Grid_62,51.44712739038173,-0.1126388444949472,0.0
Grid_46,51.3842203587698,-0.115228087415326,0.0
Grid_51,51.608884777953776,-0.1059375260727147,0.0
Grid_54,51.42773388813174,-0.0271267198054072,0.0
Grid_57,51.54306392241036,0.0643883111298532,0.0
Grid_81,51.52082078474622,-0.2249086826650999,0.0
Grid_89,51.59846958805764,-0.019735915035015,0.0
Grid_84,51.401961812475925,-0.1001217397243821,0.0
Grid_82,51.60013031948508,-0.1207414110735322,0.0
Grid_83,51.36737923589303,-0.1877503886538103,0.0
Grid_80,51.41163960060988,-0.1428607998448076,0.0
Grid_96,51.393207124908855,-0.1148587692910893,0.0
Grid_94,51.43814071891893,-0.1130093107151177,0.0
Grid_93,51.55676911408796,-0.2235094597054823,0.0
Grid_99,51.40172798924509,-0.0857544119107511,0.0
Grid_98,51.43696129386587,-0.0411173432400805,0.0
Extra_Sydenham,51.428,-0.0415,0.0
Extra_Deptford,51.4999,-0.0384,0.0
Extra_WestCroydon1,51.3838,-0.0865,0.0
Extra_WestCroydon2,51.393,-0.1005,0.0
Extra_WestCroydon3,51.366,-0.1016,0.0
Extra_WestCroydon4,51.3748,-0.0869,0.0
